Campaign,Ad Group,Keyword,Criterion Type,Status
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond hours,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond hours,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond vendors,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond vendors,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond august,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Show Name,collect-a-con richmond august,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show richmond,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show richmond,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card show,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card show,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card show august,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card show august,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show richmond this weekend,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show richmond this weekend,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show near richmond,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card show near richmond,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,trading card show richmond,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,trading card show richmond,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card convention,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond card convention,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card shows in virginia,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,card shows in virginia,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,virginia card show 2026,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,virginia card show 2026,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond pokemon card show,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond pokemon card show,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,pokemon card show richmond,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,pokemon card show richmond,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond tcg show,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,richmond tcg show,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,pokemon event richmond,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Richmond Card Show,pokemon event richmond,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center card show,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center card show,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center august 2026,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center august 2026,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center events august,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,greater richmond convention center events august,Phrase,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,what is at greater richmond convention center this weekend,Exact,Enabled
Show - Collect-A-Con Richmond Aug 2026,Collect-A-Con Richmond - Venue,what is at greater richmond convention center this weekend,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte 2026,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte 2026,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte card show,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte card show,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte tickets,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte tickets,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte dates,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte dates,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte schedule,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte schedule,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte hours,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte hours,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte vendors,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte vendors,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte august,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Show Name,collect-a-con charlotte august,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card show,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card show,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card show august,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card show august,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show charlotte this weekend,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show charlotte this weekend,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show near charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card show near charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,trading card show charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,trading card show charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card convention,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte card convention,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card shows in north carolina,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,card shows in north carolina,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,north carolina card show 2026,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,north carolina card show 2026,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte pokemon card show,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte pokemon card show,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,pokemon card show charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,pokemon card show charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte tcg show,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,charlotte tcg show,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,pokemon event charlotte,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Charlotte Card Show,pokemon event charlotte,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center card show,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center card show,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center august 2026,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center august 2026,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center events august,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,charlotte convention center events august,Phrase,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,what is at charlotte convention center this weekend,Exact,Enabled
Show - Collect-A-Con Charlotte Aug 2026,Collect-A-Con Charlotte - Venue,what is at charlotte convention center this weekend,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision trade show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision trade show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision 2026,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision 2026,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision card show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision card show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision tickets,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision tickets,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision dates,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision dates,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision schedule,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision schedule,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision hours,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision hours,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision vendors,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision vendors,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision september,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Show Name,culture collision september,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card show september,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card show september,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show atlanta this weekend,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show atlanta this weekend,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show near atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card show near atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,trading card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,trading card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card convention,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta card convention,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card shows in georgia,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,card shows in georgia,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,georgia card show 2026,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,georgia card show 2026,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta sports card show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta sports card show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,sports card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,sports card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,baseball card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,baseball card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,football card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,football card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta pokemon card show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta pokemon card show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,pokemon card show atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,pokemon card show atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta tcg show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,atlanta tcg show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,pokemon event atlanta,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Atlanta Card Show,pokemon event atlanta,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center card show,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center card show,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center september 2026,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center september 2026,Phrase,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center events september,Exact,Enabled
Show - Culture Collision Atlanta Sep 2026,Culture Collision - Venue,gas south convention center events september,Phrase,Enabled
